Geneid	Length	SRR11206238	SRR11206239
664903	697	4	6
56809	6581	325	229
353373	108	0	0
66464	1350	1576	1297
242681	735	102	75
100039864	606	45	48
100310813	136	3	0
100217418	117	1	2
100217440	62	0	3
100217437	56	3	1
71787	1130	1987	1686
100862259	716	11	8
100088	2327	410	329
399101	437	72	66
100306945	205	0	0
100306944	205	13	15
100169	4571	1134	928
67219	1677	351	312
230784	2658	423	343
11983	539	8519	6964
68598	1392	4653	4418
19204	1820	10	10
14050	5197	616	417
381560	4238	200	247
100340	1925	266	195
19891	1782	917	742
230787	2542	54	40
100336	2041	1298	1050
100226	2320	10746	8873
230789	3046	2800	2399
14191	3353	32	12
230793	6602	491	436
242687	4088	2498	2307
14748	2143	10	8
69655	986	71	72
53608	4333	225	181
269589	1925	756	498
52174	1482	3570	2943
230796	4175	840	755
20544	4606	1602	1110
100628620	89	0	0
100342	2288	532	463
69539	1654	5855	4401
69073	1796	1907	1446
18221	1347	4871	3714
23957	1118	469	405
242691	2003	580	382
100210	1356	491	392
55948	1613	100	83
503610	2847	1858	1362
545683	465	0	0
230801	2941	1811	1376
93760	8175	1783	1407
20111	3137	3426	2436
15331	1254	58	46
67422	3110	2321	1700
83557	3480	2	0
230806	4761	10	3
23833	503	170	173
67586	1577	287	225
73723	707	3917	2943
70012	3866	679	585
665186	2338	0	0
329954	1727	6	2
194231	2467	624	494
68040	1976	208	156
77490	1088	0	0
72690	1226	484	287
230809	4730	1704	1387
433766	1886	247	195
230810	3313	495	390
56219	4114	645	442
100163	3128	2339	1660
69409	905	0	0
16765	1060	499	317
71904	2067	2423	1895
69885	1270	3	13
76824	2139	8800	6887
74777	3445	2538	1879
230815	4715	919	622
100017	2671	2749	2081
66146	3826	1768	1507
19746	1514	4	2
71817	1096	11440	9314
27981	1415	27369	24864
68592	1276	2728	2350
100862090	615	0	1
12399	3891	8	24
29876	4065	23621	20075
51796	3732	3436	2624
230822	2151	77	67
100503475	589	0	0
53902	5062	1429	1059
735285	79	0	0
74552	5025	1469	1291
78806	2380	8	5
230824	2779	2	0
73937	2963	0	0
242700	4012	622	342
230828	5825	2	0
242702	5575	21	18
14105	5499	3479	3127
52830	1907	4931	4397
12802	3865	24	12
71665	2523	11919	9129
15356	1413	4302	3488
74246	1537	1021	793
26394	1593	2865	2316
66193	1538	2857	2568
27224	4592	4732	4034
67025	594	22	29
15903	953	3789	2715
242705	4739	72	63
230837	5582	2348	1647
21401	1247	660	598
22704	4637	940	661
74326	2675	2794	2221
100503101	1932	57	56
15552	2908	28	20
320133	1725	49	44
269593	7529	3945	2773
99982	3015	2935	2314
67663	670	0	0
242707	1954	0	0
13844	4780	261	209
100862132	599	0	0
12260	1062	1016	688
12262	1054	2391	1456
12259	1082	1023	595
13842	4713	0	1
230848	7192	345	331
100503595	2904	49	30
22417	3823	245	133
12540	3005	26173	21812
242711	958	0	0
67868	897	0	0
69380	1036	0	0
15530	14177	1464	1019
435811	1828	6	2
170707	5746	9610	8346
110351	3398	5614	4810
100862140	912	0	0
11647	2516	10106	8786
230857	4816	1968	1539
100503664	848	0	2
230861	6325	5005	4300
15441	3475	10806	8727
230863	3140	6	12
16559	3915	11	9
13200	2095	12062	9257
68943	2367	38018	28866
72269	809	456	436
625638	2367	9	8
68350	3732	2650	2195
66259	3613	868	741
75718	3857	0	0
212190	2924	64	20
18781	1618	23	12
26971	2437	10	2
18782	2264	29	22
18784	2275	9898	8556
18780	794	0	0
26970	851	141	130
73162	1670	582	402
66825	1255	0	0
77056	3322	3688	2856
15565	1362	5	11
17965	1762	20280	15780
433771	2683	8872	7335
100038595	2322	0	2
12345	1749	17094	13665
212555	2047	1018	701
110198	1648	2776	2119
69902	930	677	652
230866	6226	6676	5063
69116	15873	2346	1786
212632	6214	1023	806
212647	3355	1995	1603
83770	3047	0	0
18509	4275	0	0
71235	1548	0	0
242721	5854	1013	1031
230868	2000	0	0
791389	2647	0	0
72754	4664	6188	4054
108911	3767	4409	3381
242726	2333	2	0
18602	2640	22	14
18601	3068	4	0
100049161	2001	44	58
18599	3756	379	431
75128	593	0	2
18600	4758	34466	30406
100503750	453	145	115
100126227	924	20	29
67680	1074	21130	17535
74772	4327	5897	3787
17150	1139	343	315
230872	6680	947	647
100862201	656	0	0
66147	1894	2611	1829
329972	2513	7	8
213491	3260	3047	2600
213499	5925	1657	1548
76166	951	8	15
329973	1275	33	4
213649	3397	3349	2586
100503810	564	26	14
13836	3932	107	62
277743	1433	246	140
12733	2455	23805	18404
100503826	695	74	52
56365	2340	1150	1018
29818	2768	59	32
277744	905	2	4
22642	3415	1538	1064
56381	12299	1661	971
320456	2152	603	514
74202	3168	2174	1726
213989	2066	116	143
100165	864	14	10
384071	2683	2616	2250
100862238	531	0	0
69582	4133	1864	1412
68817	3539	720	523
69994	2154	3	1
75986	1404	20	13
214063	3913	1506	1184
12371	3896	2268	1810
13706	912	0	0
76701	958	0	0
69139	322	0	0
27984	2381	3761	2869
100862248	1198	0	0
329977	4263	52	33
545691	997	0	0
78917	516	380	302
214359	1874	4585	3684
100038693	1758	172	155
71529	7383	2171	1719
70725	658	0	0
110593	11549	1108	830
100503517	299	2	4
14726	1769	1929	1748
242735	2327	6	2
621961	758	163	112
83491	2440	0	0
242736	3882	1541	1231
242737	1959	0	0
545693	2055	0	2
100040854	2104	0	0
100040861	2104	0	0
329986	2103	0	0
666049	1917	0	0
279185	2464	0	0
277668	1819	0	0
277667	1902	0	4
277666	2106	0	0
194227	1838	0	0
381569	1814	0	0
194225	1833	0	0
195555	1487	0	0
329984	1684	0	0
626943	1753	0	0
347710	2399	0	0
100041077	2405	0	0
100012	1854	0	1
381570	1929	0	0
97187	1826	0	0
100861947	1036	77	75
384077	2147	0	0
626995	1745	0	0
433779	2072	0	0
627009	1434	0	0
77632	2460	0	0
78723	767	0	0
69364	972	0	0
791356	2422	0	0
230883	3153	0	0
381572	1406	0	0
627085	1221	0	0
435815	1224	0	0
230890	1224	0	0
546849	1227	0	0
329993	1432	0	0
20148	1797	13861	14062
230895	13080	630	503
21938	4913	449	370
21941	1575	0	2
545700	3752	158	118
195576	360	0	0
433801	1659	12	5
384081	345	0	0
100041379	3990	1	2
666351	688	0	0
70005	4566	10	7
236069	774	0	0
100861993	1213	2	0
627585	1195	82	70
666445	405	0	0
626316	2834	0	1
667666	4302	1	1
666474	688	0	0
433791	3691	134	106
100041433	3191	20	11
67524	1069	0	0
666390	1056	0	0
100503000	1529	6	5
673430	2249	8	5
100041490	1000	0	0
100861620	1999	0	0
100862027	1520	13	6
666498	360	0	0
385211	2409	0	0
100043034	3998	1	1
71270	1693	0	0
666514	635	0	0
666532	2758	15	24
100503403	1055	0	2
666574	345	0	0
195531	1256	70	43
545718	456	0	1
100038537	3283	1	3
433804	2827	34	29
112422	2607	1142	987
100503584	2885	7	3
100041677	2729	129	77
277692	426	32	32
242747	4247	653	718
100861716	563	0	0
28010	1813	745	491
14349	1380	641	562
170731	4377	10181	7420
18822	3252	4575	3208
77034	2731	3716	2554
100861724	627	0	0
18158	780	0	0
230899	829	8	0
26372	2910	983	1003
17769	6141	1654	1326
433806	462	255	205
11610	4029	4495	3336
70433	5200	17	5
71890	1224	1397	1091
50762	2149	4821	4136
230903	1894	7550	5756
230904	1234	46223	32740
242748	8689	42	33
71707	2970	3584	2722
56717	8595	2147	1873
654812	2062	38	14
50912	2792	2598	2186
20810	1328	850	651
17175	3219	53	21
230908	7454	3732	3166
230909	1385	0	0
69743	8500	362	343
56273	1942	2172	1608
13347	2658	880	733
12854	498	2	3
69928	930	144	75
110208	2224	4973	4036
16561	14849	7826	7058
63958	5508	1512	1109
63954	595	127	77
66454	954	404	290
100861760	399	7	2
69151	1778	1207	785
67087	2787	1413	1021
65945	3319	42120	30061
18707	5404	481	355
230917	6985	2251	1650
70556	1877	1633	1315
74646	3055	1174	1017
100198	4739	839	577
723848	102	2	0
269604	4762	339	274
56485	3096	6	12
435818	1578	2	0
12353	1370	34	24
13806	1776	11228	8249
68703	7458	2267	1634
100504672	1813	5	10
242773	2563	0	0
73348	593	0	0
74155	3018	8009	6018
57320	903	10386	8240
21942	2221	10	15
24111	538	1	1
18628	5953	820	816
100861773	908	0	1
22319	2115	1445	1255
100072	10379	758	607
67748	1111	0	0
230935	2944	2934	2185
69876	1114	1192	1073
230936	3128	1162	831
242785	3895	3285	2249
100090	2226	525	422
110326	2785	41	19
74035	3978	1247	753
269608	4113	795	661
85030	1603	20	25
56226	3144	136	115
15206	2521	0	0
70025	1860	3108	2489
100129	3777	257	153
15207	1829	0	2
57295	5046	4406	3676
433809	2479	25	42
19934	2040	959	622
269610	9486	27	12
16498	3782	48	58
260305	5028	106	47
330004	1291	0	0
230959	3067	78	67
407793	522	0	0
97159	1098	1656	1326
13368	2048	249	171
230967	3277	2273	1606
72946	3395	1281	807
68859	3442	2686	2060
381580	2084	5	4
22062	5326	2	0
59002	1600	1609	1397
67808	1742	20189	15779
230971	6876	8	26
230972	2717	5023	3833
70673	8608	930	713
100038561	876	0	0
320939	5677	519	457
100042178	3542	96	96
73353	1440	0	0
242800	3200	14	7
27390	2937	1	1
66469	785	2059	1747
230979	893	35	49
15208	1273	4	2
269614	2565	2464	2117
269615	5584	148	91
668173	1647	814	655
67830	1518	9284	7557
76866	1661	274	240
20481	5465	1131	763
100502668	1628	66	33
67513	1519	2494	1920
18762	4595	1079	835
14403	1879	4	7
641454	1475	11	6
544678	4670	26	26
69671	968	188	80
14688	3143	48114	36369
192185	3101	11549	9295
320541	6291	1024	961
100502734	2493	241	171
12537	2589	3193	2461
26561	1434	6	18
76580	4069	2675	2059
230991	2144	1754	1541
68991	1457	6186	5110
381582	1378	70	57
108888	2419	2650	2165
70448	1162	45	52
246228	3140	2438	2148
320587	3471	592	422
242805	1247	9	2
66448	665	3156	2342
56036	2442	3621	2951
100502778	1197	3	1
66077	1209	5195	4121
74761	2263	3535	2931
100861878	790	0	0
13542	3348	7490	5196
83771	3514	51	51
79554	2662	2247	1689
71957	2347	2225	1724
433813	1229	366	336
140500	4313	1770	1272
140499	3502	1098	881
67389	1321	971	628
117592	3213	882	724
20318	5174	16581	13089
22163	1155	2	7
100038526	843	51	45
21936	1007	60	41
330010	2307	139	130
723865	83	1	2
387242	90	0	0
387243	70	0	0
230996	2660	490	416
100045778	1251	8	5
11603	7379	1550	1178
100038882	756	492	433
100382	2745	34	36
74183	3842	157	147
231002	2210	246	143
231003	3014	3409	2596
57741	2785	1410	986
231004	2610	0	2
22314	2846	0	0
670059	2324	0	0
236082	2203	0	0
100041504	783	0	0
100041516	4107	0	0
100043918	423	0	0
100039939	1044	0	0
100041536	3478	0	0
100862293	1870	0	0
100862324	4068	0	0
100862220	375	0	0
100043921	495	0	0
100041593	903	0	0
100041599	1377	0	0
22308	3077	0	0
100861969	1753	0	0
100861978	817	0	0
100503988	1171	0	0
100862000	701	0	0
65956	867	0	0
665845	4897	0	0
100039973	423	0	0
108816	4551	0	0
100039344	1870	0	0
100862043	3912	0	0
100038993	2680	0	0
100039374	3192	0	0
100039053	523	0	0
100504362	870	0	0
674214	3834	0	0
171266	1011	0	0
100034726	539	114	93
12571	2470	77	36
68152	2304	860	643
77036	715	18	20
269623	2330	869	617
71382	4304	908	630
67210	2547	2634	1922
75010	1680	0	0
70797	6610	2534	2129
79264	6414	2925	2333
242838	2951	6	8
545725	1376	79	76
100986	12105	4708	3762
13121	4353	1355	1495
208595	1368	33	21
14362	4378	163	130
18647	4911	2978	2558
381716	710	11	3
64945	4076	3509	2481
207704	2932	560	531
667705	1268	0	0
207686	3245	38	53
74051	10871	1144	925
70358	1216	15	2
207618	4032	0	0
70920	1046	0	0
117167	3140	1746	1266
109552	2466	9380	8397
11496	9256	214	141
100502898	2303	4	0
27214	2444	168	85
319653	2780	829	712
242819	3675	49	51
18671	4977	1292	997
18669	4344	69	35
18670	4075	106	87
74114	2803	10905	9752
652925	988	566	509
23857	3739	2081	1720
319689	4591	630	737
231014	4627	48	47
100124492	76	0	0
108069	3536	0	0
381612	778	0	0
623849	1072	0	0
545728	1162	0	0
667948	867	0	0
70896	1107	0	0
623898	821	0	0
69345	709	0	0
668017	787	0	0
623998	787	0	0
545732	1108	0	0
108151	6521	809	722
100862252	4703	17	10
20346	7288	93	60
71026	1191	0	0
626067	1135	0	0
20349	6861	267	122
26875	22065	82	48
381714	1155	0	0
624245	1239	0	0
74062	1121	0	0
100503549	789	0	0
66773	1171	1	0
100861702	1194	0	0
100861755	1109	0	1
100861621	1156	5	2
360220	1159	0	0
381715	813	0	0
75858	1083	0	0
100502967	834	0	0
75058	968	0	0
100041781	1456	11	3
12293	7493	2275	1989
15234	2755	5336	4383
100041749	888	1	0
70935	1232	1	0
20348	4956	653	786
100628584	87	435	288
12491	3927	189	168
242851	1174	0	0
14677	3193	2580	2519
100041818	602	2	0
70832	2212	71	44
50791	7233	327	194
68770	4839	831	831
212090	885	2351	2151
242860	5554	435	348
320770	5410	152	93
19248	3166	618	594
626903	393	0	2
212167	3745	363	271
75172	3389	12	1
14190	3769	228	170
330050	3082	271	301
320118	2630	0	1
74511	2197	64	58
667253	540	724	552
67211	2014	817	737
242864	3673	602	436
73078	1596	4915	4228
22791	2037	836	703
19181	1782	5295	4466
100861786	339	0	0
80979	2962	47	112
19699	11702	2	4
26429	2059	1538	1179
100042049	810	214	181
320719	4694	67	88
330052	1952	0	2
269629	2981	1	2
100503803	5277	0	0
269630	2546	1729	1341
69188	7258	7828	5890
20817	6436	4817	3807
433855	2780	0	4
100526503	101	0	0
78697	3309	320	251
72772	3265	1387	1027
330053	1123	0	0
66169	1109	4233	3507
67194	1370	82	37
100628569	91	0	1
100217436	45	0	0
84652	5652	990	760
627317	799	6	0
52323	3427	2728	2326
231042	2909	566	492
16511	4221	22	27
18127	4123	481	352
213948	3902	23	16
74610	2940	2783	2018
171209	1942	8	8
12568	2058	2613	2132
20535	4184	5430	3669
66587	1840	4788	3728
64295	1320	1673	1213
213990	4126	2237	1470
231044	1452	0	0
117590	2318	21	17
231045	3160	1	0
27407	2573	6485	4916
100910	3718	1663	1216
735264	98	0	0
66993	1725	1551	1200
72252	1448	0	0
53312	3455	4046	3397
269633	1786	61	32
214301	604	39	32
19744	1521	6294	5613
108099	3460	4222	3584
71161	990	31	18
70258	865	1	0
67261	2033	152	155
67909	1599	0	0
231050	2541	4147	3473
231051	16820	2448	1833
320965	4677	332	255
242891	1961	0	0
73571	1449	473	401
57434	3217	543	494
242894	1712	173	131
100862349	804	0	0
100862359	804	3	1
100862368	804	0	0
100862388	804	0	0
100038949	804	1	1
272714	1115	68	16
545739	804	1	1
75657	1503	3	5
664804	946	1	0
100039045	3342	9	9
381622	2947	3	2
434689	2984	9	4
664837	804	0	0
75942	1188	0	0
13483	6419	14	2
73526	1977	3	1
55982	5054	1490	1063
100504364	522	0	2
15563	5576	0	0
100504484	5280	1	0
231070	2648	2472	2573
13799	3537	0	0
269637	2281	2	4
381626	9501	1428	1070
20423	2667	0	0
654796	2926	0	4
56874	1107	179	139
56873	4932	1647	1273
78263	3471	33	11
433864	3542	2606	2249
15285	1456	0	0
100763	5033	5050	3985
332993	603	15	6
23950	3940	827	745
97209	2842	0	0
16193	1087	2	0
22171	3808	350	327
242914	2230	0	5
433868	767	0	0
242915	3832	0	1
97212	3835	6740	5104
231086	1949	3941	3371
100316709	78	1	0
381628	3099	0	0
28042	6769	1490	1151
381738	2266	28	28
83762	7170	0	5
75434	712	0	0
73259	768	0	0
100502829	4823	0	0
16527	3810	11	6
74919	3082	1915	1237
12615	1337	21	26
65254	5021	46	28
100732	1906	2880	2392
100502845	2858	268	212
68796	2762	3260	2380
100861822	554	0	0
231093	4083	697	559
67695	639	2910	2428
100952	3466	104	81
16548	1117	1106	951
68567	1331	42	26
57742	1356	211	155
50907	5486	3548	2638
69852	4101	2	0
330064	3889	1074	867
381629	961	5945	4593
69719	7106	633	557
22784	2001	2	0
791336	2303	0	0
231098	1563	0	0
58522	1532	0	0
22226	644	0	0
17527	1709	7054	6078
71752	4551	4011	3191
100502906	484	0	2
13667	2101	2211	1699
266781	1941	6052	4751
101023	2476	622	497
14208	2165	3139	2155
192292	2146	7363	5600
69815	904	2101	1703
67661	5408	2416	1956
64339	2270	1430	1119
231103	2014	9	2
269639	3298	3114	2714
67656	1427	0	0
74254	1847	2877	2607
72195	2677	1107	768
20534	2425	814	643
100740	1167	23	6
100503002	2045	73	26
66845	466	3643	3250
71336	1025	264	151
100040000	1356	4	6
107976	1460	2137	1773
100038629	2889	0	2
14284	5864	237	171
665270	5321	0	4
19046	4024	8576	7599
319862	2546	55	34
100861758	415	0	0
22612	4608	2091	1742
320951	2150	5261	4232
215476	10546	1768	1454
277854	8446	1150	1077
22629	1764	2593	2097
100503527	1045	0	0
20537	3933	563	378
100689	2237	449	319
13016	2482	15908	12377
59003	2128	7805	6440
71101	7326	725	705
672284	1209	0	0
74504	2003	3379	2864
433873	1757	71	80
20492	1631	2524	2049
68366	2244	5315	4317
21335	2626	261	215
14184	4399	685	530
56384	3480	7678	5640
107823	12796	1183	741
24116	2162	1235	969
381633	429	209	162
269642	6529	1553	839
272158	2897	56	28
75357	1075	0	0
231123	1954	873	741
17122	1179	1867	1297
231125	3980	6	8
100862066	1944	2	0
433874	462	48	31
19822	2936	4822	3906
100861799	693	0	0
231128	5541	436	293
231130	1966	1360	1044
24055	3384	334	243
11518	4047	16856	12984
68294	1827	1020	732
75416	2702	1261	1055
14772	4634	204	190
15194	13206	1051	896
403174	2793	20	12
71729	5599	868	681
100526557	67	0	2
54426	2103	1	1
231134	2483	472	340
16976	2907	253585	207127
11553	3198	243	178
74429	2060	0	0
442795	3776	0	0
15371	1508	0	0
242939	2173	4	6
78890	3784	200	241
74364	2735	31	25
80911	3956	2903	2164
78558	3446	214	180
100503699	723	1	2
231147	4549	661	481
231148	3759	482	355
70292	6617	3499	2671
81840	5722	2364	1874
76943	2548	52	35
100503720	717	11	8
17713	3338	4982	4063
231151	3791	589	307
66717	3584	38	45
100855	5015	2664	1919
320661	6709	5057	3702
117197	1306	1315	1008
67568	1630	9485	7620
17160	3434	1848	1247
269643	4031	5503	4599
71054	1491	0	0
22393	3564	2922	2011
76071	2382	8	4
330070	2882	4	0
381634	3033	1	0
12933	3356	20	19
59056	4312	949	813
68525	4111	2047	1591
64293	3440	74	15
231162	974	5102	4260
17701	1931	18	8
93895	2188	8	0
100504083	1525	0	0
71116	1562	1187	796
18196	2140	152	119
75079	2985	516	325
17089	1551	997	739
66309	1085	1547	1267
21906	3151	0	4
13492	2802	0	0
78172	341	0	0
117591	3865	28	14
22388	2878	28602	22496
195712	435	0	0
100515	6882	321	213
27278	1586	0	0
75095	1111	0	0
15476	1685	1703	1142
100972	1636	8141	7418
12020	1437	0	0
665775	10540	3444	2537
433883	1505	0	0
665934	1432	24	13
231207	6847	1282	1011
109323	1692	54	41
231214	5451	738	664
242960	3328	8573	7434
12182	2336	10	2
12494	2995	1787	1557
384179	582	21	11
14181	1159	449	353
19126	4107	1477	1300
231225	3492	5495	4524
100503732	569	0	0
16826	2628	430	359
100041481	1217	7	2
75783	2262	0	0
110391	1394	2525	1961
100861912	676	1	2
624224	944	0	4
66988	2267	2282	1649
66999	4568	9427	8385
58227	4123	1078	803
54392	3698	8	3
209707	9991	1225	853
100041576	7912	253	160
100503799	273	0	0
20563	7988	1253	1203
723822	110	1	0
66768	1464	579	543
80334	3221	41	51
70592	1735	38	32
100503862	991	0	5
70693	4475	11510	9101
73965	733	0	0
19017	6495	6901	4756
13204	3722	6116	5061
414108	2118	249	159
414111	2071	9	9
20657	2045	1127	883
100503884	3317	1625	1128
246316	1927	0	0
545750	977	0	0
211001	2850	0	0
211006	1925	1230	994
67073	3207	1771	1539
78796	1924	510	406
52206	2668	6310	6017
75954	479	0	0
20531	4175	8	12
231238	4512	10546	7466
66278	954	7104	5919
19664	5710	1068	789
12425	2929	0	0
67249	2688	2439	2070
116873	4910	7807	6539
330086	2751	0	0
666377	156	158	134
319216	726	3	0
54216	9093	156	72
78163	419	0	0
72250	757	0	0
71057	1176	1	0
14380	1635	271	201
212285	7363	3263	2522
100322896	2437	2	2
319807	8539	211	232
76261	1870	372	320
100532	3240	6343	4974
74757	2630	0	0
66681	2179	1338	1140
57915	5432	2258	1598
100861982	1066	0	0
69999	766	2	0
